id,company_name,industry,industry
79,全景軟體股份有限公司,民間產業/資訊,9
80,慧榮科技股份有限公司,民間產業/半導體,6
81,智易科技股份有限公司,民間產業/通訊,10
82,新加坡商鈦坦科技股份有限公司台灣分公司,民間產業/資訊,5
84,點子研創有限公司,民間產業/數位內容,2
85,得心股份有限公司,民間產業/電機,1
86,奇景光電股份有限公司,民間產業/半導體,30
87,維田科技股份有限公司,民間產業/資訊,2
89,台灣引興股份有限公司,民間產業/機械,9
90,希恩體感科技股份有限公司,民間產業/通訊,2
91,律豐工業股份有限公司,民間產業/機械,3
93,智捷科技股份有限公司,民間產業/通訊,5
94,永進機械工業股份有限公司,民間產業/機械,21
95,正新橡膠工業股份有限公司,民間產業/民生化工生技,37
96,亞洲遊科技股份有限公司,民間產業/資訊,2
97,璟德電子工業股份有限公司,民間產業/電子,5
99,耀德生物技術股份有限公司,民間產業/民生化工生技,1
100,倡新科技股份有限公司,民間產業/電子,4
101,名威智慧通訊有限公司,民間產業/通訊,2
102,和成欣業股份有限公司,民間產業/民生化工生技,2
103,財團法人紡織產業綜合研究所,財團法人研究機構,7
104,點序科技股份有限公司,民間產業/半導體,15
105,博遠智能科技股份有限公司,民間產業/資訊,3
106,台灣光罩股份有限公司,民間產業/半導體,7
107,永豐餘工業用紙股份有限公司,民間產業/其他/其他製造業,2
108,太平洋電線電纜股份有限公司,民間產業/電機,3
109,富強鑫精密工業股份有限公司,民間產業/機械,2
110,陸聯精密股份有限公司,民間產業/機械,7
111,尊博科技股份有限公司,民間產業/資訊,5
112,長庚大學,大學校院,7
113,耐德科技股份有限公司,民間產業/資訊,3
114,光燿科技股份有限公司,民間產業/光電,7
115,台灣恩智浦半導體股份有限公司,民間產業/半導體,7
116,德安資訊股份有限公司,民間產業/資訊,2
117,東杰精機股份有限公司,民間產業/半導體,2
118,荷蘭商哈廷國際科技股份有限公司台灣分公司,民間產業/機械,2
119,國立交通大學,大學校院,19
120,昇佳電子股份有限公司,民間產業/電子,1
121,威航科技股份有限公司,民間產業/半導體,3
122,合晶科技股份有限公司,民間產業/半導體,11
123,技嘉科技股份有限公司,民間產業/資訊,14
125,虹光精密工業股份有限公司,民間產業/光電,16
126,研揚科技股份有限公司,民間產業/資訊,4
127,矽品精密工業股份有限公司,民間產業/半導體,30
128,威力暘電子股份有限公司,民間產業/電子,3
129,財團法人電信技術中心,財團法人研究機構,5
130,新巨企業股份有限公司,民間產業/電子,8
132,宇峻奧汀科技股份有限公司,民間產業/數位內容,3
133,衛生福利部疾病管制署,政府機關,16
134,浚鴻數據開發股份有限公司,民間產業/資訊,1
135,鴻璟科技股份有限公司,民間產業/半導體,4
136,擎發通訊科技股份有限公司,民間產業/資訊,2
137,英屬開曼群島商博衛生物醫學股份有限公司台灣分公司,民間產業/資訊,1
138,炳碩生醫股份有限公司,民間產業/民生化工生技,2
139,亞源科技股份有限公司,民間產業/電機,6
140,和碩聯合科技股份有限公司,民間產業/資訊,15
141,大猩猩科技股份有限公司,民間產業/資訊,14
142,財團法人精密機械研究發展中心,財團法人研究機構,7
143,玩美移動股份有限公司,民間產業/資訊,5
144,南亞科技股份有限公司,民間產業/半導體,13
145,捷睿智能股份有限公司,民間產業/資訊,8
146,敦泰電子股份有限公司,民間產業/半導體,12
147,奕力科技股份有限公司,民間產業/半導體,19
148,鈦隼生物科技股份有限公司,民間產業/民生化工生技,2
149,群創光電股份有限公司,民間產業/光電,81
150,光磊科技股份有限公司,民間產業/光電,1
151,台灣積體電路製造股份有限公司,民間產業/半導體,180
152,知億科技股份有限公司,民間產業/半導體,5
154,富比庫股份有限公司,民間產業/資訊,3
155,勇領科技股份有限公司,民間產業/半導體,3
156,鈊創電子股份有限公司,民間產業/電子,2
157,協祥機械工業股份有限公司,民間產業/機械,16
158,力領科技股份有限公司,民間產業/電子,2
159,智邦科技股份有限公司,民間產業/通訊,20
160,台灣創新材料股份有限公司,民間產業/民生化工生技,2
161,曜芯科技有限公司,民間產業/半導體,3
162,益華電腦科技股份有限公司,民間產業/電子,9
163,佑華微電子股份有限公司,民間產業/半導體,7
164,意象無限股份有限公司,民間產業/電子,4
166,國立清華大學,大學校院,24
169,財團法人中國驗船中心,財團法人研究機構,2
170,復盛應用科技股份有限公司,民間產業/金屬,7
171,油機工業股份有限公司,民間產業/機械,6
172,宏齊科技股份有限公司,民間產業/光電,15
173,可取國際股份有限公司,民間產業/電子,3
174,國橋電機科技股份有限公司,民間產業/電機,3
175,威鋒電子股份有限公司,民間產業/半導體,4
176,保音股份有限公司,民間產業/電子,1
177,原相科技股份有限公司,民間產業/半導體,16
178,發得科技工業股份有限公司,民間產業/機械,3
179,廣運機械工程股份有限公司,民間產業/機械,11
180,宇田控制科技股份有限公司,民間產業/其他/其他製造業,1
182,茂碩國際有限公司,民間產業/電機,1
183,寶利拾股份有限公司,民間產業/資訊,3
184,新譜光科技股份有限公司,民間產業/光電,2
186,榮剛材料科技股份有限公司,民間產業/金屬,5
187,嘉實資訊股份有限公司,民間產業/資訊,6
189,立錡科技股份有限公司,民間產業/半導體,30
190,台灣氣立股份有限公司,民間產業/機械,7
192,光澄科技股份有限公司,民間產業/光電,2
193,崧騰企業股份有限公司,民間產業/電子,4
195,華廣生技股份有限公司,民間產業/民生化工生技,2
196,亞旭電腦股份有限公司,民間產業/通訊,6
197,樂陞科技股份有限公司,民間產業/數位內容,4
198,復盛精密工業股份有限公司,民間產業/電子,2
199,財團法人金屬工業研究發展中心,財團法人研究機構,13
200,致茂電子股份有限公司,民間產業/電機,20
201,巨盛電子股份有限公司,民間產業/半導體,6
202,迅得機械股份有限公司,民間產業/機械,4
205,三發自行車工業股份有限公司,民間產業/機械,2
206,群聯電子股份有限公司,民間產業/半導體,60
207,中信造船股份有限公司,民間產業/機械,3
208,可成科技股份有限公司,民間產業/金屬,30
209,崴立機電股份有限公司,民間產業/機械,3
210,二億企業股份有限公司,民間產業/民生化工生技,3
211,醫百科技股份有限公司,民間產業/民生化工生技,2
212,建準電機工業股份有限公司,民間產業/電機,16
213,奧爾資訊多媒體股份有限公司,民間產業/資訊,2
215,葳騰科技股份有限公司,民間產業/資訊,3
216,瑞鼎科技股份有限公司,民間產業/半導體,9
217,樂倍達數位科技股份有限公司,民間產業/資訊,2
219,華東科技股份有限公司,民間產業/半導體,14
220,寶碩財務科技股份有限公司,民間產業/資訊,5
222,彩富電子股份有限公司,民間產業/通訊,15
223,光寶科技股份有限公司,民間產業/電子,59
225,向上國際科技股份有限公司,民間產業/數位內容,7
226,維州生物科技股份有限公司,民間產業/民生化工生技,2
227,昕琦科技股份有限公司,民間產業/其他/其他製造業,3
228,嘉鴻遊艇股份有限公司,民間產業/機械,1
229,創意電子股份有限公司,民間產業/半導體,28
230,遵宇科技股份有限公司,民間產業/電子,2
231,晶元光電股份有限公司,民間產業/光電,35
232,聯鈞光電股份有限公司,民間產業/光電,8
234,晶豪科技股份有限公司,民間產業/半導體,20
235,京元電子股份有限公司,民間產業/半導體,149
236,華苓科技股份有限公司,民間產業/資訊,3
238,力旺電子股份有限公司,民間產業/半導體,3
239,台灣東電化股份有限公司,民間產業/電子,19
240,禾瑞亞科技股份有限公司,民間產業/半導體,5
241,思創影像科技股份有限公司,民間產業/資訊,2
242,臺北市立聯合醫院,政府機關,2
243,緯穎科技服務股份有限公司,民間產業/資訊,8
244,經貿聯網科技股份有限公司,民間產業/資訊,12
245,北宸科技股份有限公司,民間產業/資訊,4
246,台全電機股份有限公司,民間產業/電機,4
247,國立高雄第一科技大學,大學校院,3
248,晨星半導體股份有限公司,民間產業/半導體,52
249,艾克爾國際科技股份有限公司,民間產業/半導體,12
250,太盟光電科技股份有限公司,民間產業/電子,3
252,萬里科技股份有限公司,民間產業/資訊,7
253,創科資訊股份有限公司,民間產業/資訊,2
254,英屬維京群島商輝達維京股份有限公司台灣分公司,民間產業/半導體,30
255,展翊光電股份有限公司,民間產業/光電,3
256,漢翔航空工業股份有限公司,民間產業/其他/航太工業,10
257,宏致電子股份有限公司,民間產業/電子,4
258,阡鴻實業股份有限公司,民間產業/金屬,3
259,元翎精密工業股份有限公司,民間產業/金屬,3
260,台灣穗高科技股份有限公司,民間產業/金屬,2
261,光峰科技股份有限公司,民間產業/光電,2
262,育碁數位科技股份有限公司,民間產業/資訊,2
263,康和綜合證券股份有限公司,民間產業/服務業,2
264,強茂股份有限公司,民間產業/半導體,8
265,銓寶工業股份有限公司,民間產業/機械,8
266,財團法人印刷創新科技研究發展中心,財團法人研究機構,2
267,旺宏電子股份有限公司,民間產業/半導體,45
268,円星科技股份有限公司,民間產業/半導體,4
269,亞太優勢微系統股份有限公司,民間產業/半導體,4
270,內政部警政署刑事警察局,政府機關,2
271,科盛科技股份有限公司,民間產業/資訊,3
272,融程電訊股份有限公司,民間產業/電子,2
273,榮星電線工業股份有限公司,民間產業/金屬,2
274,威聯通科技股份有限公司,民間產業/資訊,62
275,易享科技股份有限公司,民間產業/資訊,4
276,一零四資訊科技股份有限公司,民間產業/資訊,4
277,炘業科技股份有限公司,民間產業/資訊,2
279,台達電子工業股份有限公司,民間產業/電子,168
280,川湖科技股份有限公司,民間產業/電子,34
281,日月光半導體製造股份有限公司,民間產業/半導體,115
283,東培工業股份有限公司,民間產業/金屬,17
284,先進醫資股份有限公司,民間產業/資訊,3
285,居易科技股份有限公司,民間產業/通訊,5
286,統新光訊股份有限公司,民間產業/光電,2
287,勝源機械股份有限公司,民間產業/機械,1
288,台灣類比科技股份有限公司,民間產業/半導體,8
289,榮群電訊股份有限公司,民間產業/通訊,3
290,華泰電子股份有限公司,民間產業/電子,5
291,佳和桂科技股份有限公司,民間產業/民生化工生技,3
292,高明鐵企業股份有限公司,民間產業/機械,13
293,浩宇生醫股份有限公司,民間產業/民生化工生技,1
294,正崴精密工業股份有限公司,民間產業/電子,17
295,力新國際科技股份有限公司,民間產業/資訊,6
296,志聖工業股份有限公司,民間產業/電子,5
297,東和鋼鐵企業股份有限公司,民間產業/金屬,12
298,斑柏企業股份有限公司,民間產業/民生化工生技,2
299,松翰科技股份有限公司,民間產業/半導體,9
301,升鼎科技股份有限公司,民間產業/電子,2
303,交通部中央氣象局,政府機關,10
304,定興科技股份有限公司,民間產業/資訊,2
305,和鑫光電股份有限公司,民間產業/光電,4
306,國立中興大學,大學校院,11
307,榮創能源科技股份有限公司,民間產業/光電,3
308,兆聯實業股份有限公司,民間產業/其他/綠色能源,2
309,鼎睿通訊科技股份有限公司,民間產業/半導體,2
311,譁裕實業股份有限公司,民間產業/通訊,3
312,國泰人壽保險股份有限公司,民間產業/服務業,10
313,台灣新思科技股份有限公司,民間產業/資訊,13
314,原盛科技股份有限公司,民間產業/半導體,3
315,緯創資通股份有限公司,民間產業/資訊,85
316,和椿科技股份有限公司,民間產業/電機,6
318,上洋產業股份有限公司,民間產業/其他/其他製造業,1
319,衡宇科技股份有限公司,民間產業/半導體,7
320,德義資訊股份有限公司,民間產業/資訊,5
321,南光化學製藥股份有限公司,民間產業/民生化工生技,2
322,慶良電子股份有限公司,民間產業/電子,9
323,隆達電子股份有限公司,民間產業/光電,15
324,日盛證券股份有限公司,民間產業/服務業,3
325,寰波科技股份有限公司,民間產業/通訊,3
326,驊宏資通股份有限公司,民間產業/資訊,3
327,勝麗國際股份有限公司,民間產業/半導體,6
328,妍發科技股份有限公司,民間產業/電子,2
330,紘康科技股份有限公司,民間產業/半導體,3
332,華城電機股份有限公司,民間產業/電機,4
333,馗鼎奈米科技股份有限公司,民間產業/機械,4
334,弘訊科技股份有限公司,民間產業/電子,5
335,聯穎光電股份有限公司,民間產業/半導體,2
336,芯鼎科技股份有限公司,民間產業/半導體,10
337,頎邦科技股份有限公司,民間產業/半導體,12
338,英華達股份有限公司,民間產業/通訊,21
339,宏景智權專利商標事務所,民間產業/服務業,3
340,承湘科技股份有限公司,民間產業/半導體,1
341,中華電信股份有限公司,民間產業/通訊,85
342,精聯電子股份有限公司,民間產業/電子,5
343,杭特電子股份有限公司,民間產業/光電,5
344,訊舟科技股份有限公司,民間產業/通訊,5
345,金麗科技股份有限公司,民間產業/半導體,3
346,三皇化工企業股份有限公司,民間產業/民生化工生技,2
348,益芯科技股份有限公司,民間產業/半導體,7
349,訊連科技股份有限公司,民間產業/數位內容,12
350,華新麗華股份有限公司,民間產業/金屬,6
351,艾克爾先進科技股份有限公司,民間產業/半導體,10
352,克耐得資訊有限公司,民間產業/資訊,2
353,崇越科技股份有限公司,民間產業/半導體,3
354,逢甲大學,大學校院,2
355,精拓科技股份有限公司,民間產業/半導體,4
356,鈺創科技股份有限公司,民間產業/半導體,6
357,台中精機廠股份有限公司,民間產業/機械,5
359,南寶樹脂化學工廠股份有限公司,民間產業/民生化工生技,1
360,東琳精密股份有限公司,民間產業/半導體,9
361,日商艾鳴網路遊戲股份有限公司台灣分公司,民間產業/數位內容,2
364,漢科系統科技股份有限公司,民間產業/半導體,3
365,橙的電子股份有限公司,民間產業/電機,6
366,上博科技股份有限公司,民間產業/資訊,5
367,耕雲智慧生活科技股份有限公司,民間產業/資訊,1
369,台灣國際航電股份有限公司,民間產業/通訊,12
370,元山科技工業股份有限公司,民間產業/電子,1
371,長庚醫療財團法人,財團法人研究機構,3
372,行政院農業委員會農業藥物毒物試驗所,政府機關,2
373,薩摩亞商夏洛股份有限公司台灣分公司,民間產業/資訊,1
374,世大化成股份有限公司,民間產業/民生化工生技,3
375,台溢實業股份有限公司,民間產業/機械,1
376,西柏科技股份有限公司,民間產業/電子,5
377,泰藝電子股份有限公司,民間產業/電子,3
378,安富科技股份有限公司,民間產業/半導體,5
379,露天市集國際資訊股份有限公司,民間產業/資訊,11
380,日躍科技股份有限公司,民間產業/資訊,2
381,行政院農業委員會臺南區農業改良場,政府機關,1
382,安國國際科技股份有限公司,民間產業/半導體,3
383,普安科技股份有限公司,民間產業/資訊,20
384,四維創新材料股份有限公司,民間產業/民生化工生技,4
386,捷揚航電股份有限公司,民間產業/電子,2
387,產晶積體電路股份有限公司,民間產業/半導體,2
388,前源科技股份有限公司,民間產業/光電,3
389,新代科技股份有限公司,民間產業/機械,20
390,財團法人資訊工業策進會,財團法人研究機構,32
391,桂盟企業股份有限公司,民間產業/機械,6
392,笙科電子股份有限公司,民間產業/半導體,3
393,宇匯知識科技股份有限公司,民間產業/資訊,8
394,祥碩科技股份有限公司,民間產業/半導體,5
395,四零四科技股份有限公司,民間產業/通訊,10
396,國立中山大學,大學校院,7
397,州巧科技股份有限公司,民間產業/金屬,4
398,英霸聲學科技股份有限公司,民間產業/電子,2
399,英屬維京群島商祥茂光電科技股份有限公司台灣分公司,民間產業/光電,4
401,曜揚科技股份有限公司,民間產業/資訊,2
402,勤業眾信聯合會計師事務所,民間產業/服務業,1
406,凌網科技股份有限公司,民間產業/資訊,2
407,黑快馬股份有限公司,民間產業/資訊,2
408,國立陽明大學,大學校院,3
409,大砌國際電子股份有限公司,民間產業/半導體,2
410,核心智識股份有限公司,民間產業/資訊,3
412,中強光電股份有限公司,民間產業/光電,34
413,佳凌科技股份有限公司,民間產業/光電,2
414,明安國際企業股份有限公司,民間產業/金屬,3
415,正基科技股份有限公司,民間產業/通訊,4
417,台灣康寧顯示玻璃股份有限公司,民間產業/光電,3
419,晶達光電股份有限公司,民間產業/光電,4
420,高鼎遊艇股份有限公司,民間產業/機械,4
421,廣繼科技有限公司,民間產業/機械,1
422,鈺立微電子股份有限公司,民間產業/半導體,4
423,狄卡科技股份有限公司,民間產業/資訊,1
424,盈正豫順電子股份有限公司,民間產業/電機,5
425,晶心科技股份有限公司,民間產業/半導體,10
426,展顥科技股份有限公司,民間產業/半導體,1
427,達興材料股份有限公司,民間產業/民生化工生技,3
428,台灣析數資訊股份有限公司,民間產業/資訊,2
429,英特盛科技股份有限公司,民間產業/光電,18
430,叁式有限公司,民間產業/數位內容,1
431,展匯科技股份有限公司,民間產業/半導體,2
432,甲尚股份有限公司,民間產業/數位內容,13
433,超豐電子股份有限公司,民間產業/半導體,30
434,凌陽科技股份有限公司,民間產業/半導體,19
435,寧茂企業股份有限公司,民間產業/電機,3
436,輿圖行動股份有限公司,民間產業/資訊,2
437,優像數位媒體科技股份有限公司,民間產業/數位內容,2
438,凌群電腦股份有限公司,民間產業/資訊,15
439,盛群半導體股份有限公司,民間產業/半導體,11
440,雷寶科技股份有限公司,民間產業/電子,2
442,前鼎光電股份有限公司,民間產業/光電,3
443,連展科技股份有限公司,民間產業/電子,2
444,恆達智能科技股份有限公司,民間產業/電子,1
447,英屬維京群島商幫你優股份有限公司台灣分公司,民間產業/資訊,3
448,環拓科技股份有限公司,民間產業/民生化工生技,2
450,矽瑪科技股份有限公司,民間產業/電子,1
453,展望亞洲科技股份有限公司,民間產業/資訊,2
454,振鋒企業股份有限公司,民間產業/金屬,2
455,鴻海精密工業股份有限公司,民間產業/電子,60
456,穩懋半導體股份有限公司,民間產業/半導體,6
457,磐儀科技股份有限公司,民間產業/電子,3
458,思銳科技股份有限公司,民間產業/資訊,2
460,財團法人船舶暨海洋產業研發中心,財團法人研究機構,2
462,和和機械股份有限公司,民間產業/機械,8
463,信鍇實業股份有限公司,民間產業/金屬,3
464,中國石油化學工業開發股份有限公司,民間產業/民生化工生技,14
465,天空傳媒股份有限公司,民間產業/數位內容,2
466,台新國際商業銀行股份有限公司,民間產業/服務業,4
467,台灣先進手術醫療器材股份有限公司,民間產業/民生化工生技,1
468,昱嘉科技股份有限公司,民間產業/民生化工生技,3
469,萬旭電業股份有限公司,民間產業/電子,2
471,同欣電子工業股份有限公司,民間產業/半導體,15
472,群光電子股份有限公司,民間產業/資訊,5
473,神基科技股份有限公司,民間產業/資訊,19
474,大銀微系統股份有限公司,民間產業/電機,6
475,台灣杜邦股份有限公司,民間產業/其他/材料技術,14
476,宏觀微電子股份有限公司,民間產業/電子,3
477,聯經數位股份有限公司,民間產業/資訊,3
479,希華晶體科技股份有限公司,民間產業/電子,1
480,財團法人車輛研究測試中心,財團法人研究機構,13
481,全曜財經資訊股份有限公司,民間產業/數位內容,4
482,台灣車輛股份有限公司,民間產業/機械,3
483,勞動部勞動及職業安全衛生研究所,政府機關,9
485,利佳精密科技股份有限公司,民間產業/金屬,2
486,索爾思光電股份有限公司,民間產業/光電,4
487,行政院農業委員會農業試驗所,政府機關,3
488,全漢企業股份有限公司,民間產業/電子,6
489,國碩科技工業股份有限公司,民間產業/其他/材料技術,3
490,碩禾電子材料股份有限公司,民間產業/其他/材料技術,4
491,友達光電股份有限公司,民間產業/光電,30
492,宇康生科股份有限公司,民間產業/民生化工生技,1
493,永詮機器工業股份有限公司,民間產業/機械,4
494,南茂科技股份有限公司,民間產業/半導體,24
495,精品科技股份有限公司,民間產業/資訊,4
496,精英電腦股份有限公司,民間產業/資訊,9
497,恆勁科技股份有限公司,民間產業/半導體,6
498,摩智股份有限公司,民間產業/數位內容,2
499,盟創科技股份有限公司,民間產業/通訊,20
500,聯合骨科器材股份有限公司,民間產業/民生化工生技,4
501,香港商台本機械有限公司台灣分公司,民間產業/機械,3
502,台灣耐格如信有限公司,民間產業/電子,3
503,茂順密封元件科技股份有限公司,民間產業/機械,5
504,恆耀能源股份有限公司,民間產業/民生化工生技,2
505,建捷科技股份有限公司,民間產業/通訊,1
506,友龍機械股份有限公司,民間產業/機械,1
507,台灣國際造船股份有限公司,民間產業/機械,14
508,榮成紙業股份有限公司,民間產業/其他/其他製造業,3
509,波若威科技股份有限公司,民間產業/光電,7
510,美律實業股份有限公司,民間產業/通訊,14
511,大立光電股份有限公司,民間產業/光電,31
512,華星光通科技股份有限公司,民間產業/半導體,6
513,太豪生醫股份有限公司,民間產業/民生化工生技,2
514,趨勢科技股份有限公司,民間產業/資訊,4
515,世界先進積體電路股份有限公司,民間產業/半導體,177
516,中華映管股份有限公司,民間產業/光電,28
517,昇陽電池股份有限公司,民間產業/其他/綠色能源,2
518,國立中央大學,大學校院,5
519,明緯企業股份有限公司,民間產業/電子,4
520,佳邦科技股份有限公司,民間產業/電子,13
521,財團法人肝病防治學術基金會,財團法人研究機構,1
522,宏碩系統股份有限公司,民間產業/電機,1
523,富邦人壽保險股份有限公司,民間產業/服務業,15
524,韋僑科技股份有限公司,民間產業/電子,2
525,金豐機器工業股份有限公司,民間產業/機械,3
526,億光電子工業股份有限公司,民間產業/光電,30
527,燁鋒輕合金股份有限公司,民間產業/金屬,3
528,冠準科技股份有限公司,民間產業/光電,3
529,展宇科技材料股份有限公司,民間產業/民生化工生技,1
530,幸康電子股份有限公司,民間產業/電子,1
531,卓越動力資訊股份有限公司,民間產業/資訊,2
533,元大證券股份有限公司,民間產業/服務業,3
536,律勝科技股份有限公司,民間產業/電子,3
538,台灣松下電器股份有限公司,民間產業/電機,2
539,安霸股份有限公司,民間產業/半導體,6
540,漢磊科技股份有限公司,民間產業/半導體,16
541,捷準科技股份有限公司,民間產業/電機,3
542,帆宣系統科技股份有限公司,民間產業/機械,5
544,欣美實業股份有限公司,民間產業/其他/其他製造業,2
545,鼎維工業股份有限公司,民間產業/機械,2
546,國泰世華商業銀行股份有限公司,民間產業/服務業,9
547,國立雲林科技大學,大學校院,2
548,凌華科技股份有限公司,民間產業/資訊,4
549,天鈺科技股份有限公司,民間產業/半導體,17
551,大東樹脂化學股份有限公司,民間產業/民生化工生技,5
552,亞力電機股份有限公司,民間產業/電機,2
553,智原科技股份有限公司,民間產業/半導體,30
554,台灣生捷科技股份有限公司,民間產業/民生化工生技,1
555,慧詠科技股份有限公司,民間產業/半導體,1
556,旺矽科技股份有限公司,民間產業/半導體,4
557,上詮光纖通信股份有限公司,民間產業/光電,4
559,泰金寶電通股份有限公司,民間產業/電子,25
561,矽格股份有限公司,民間產業/半導體,12
563,合勤科技股份有限公司,民間產業/通訊,7
564,玉晶光電股份有限公司,民間產業/光電,8
565,振儀科技股份有限公司,民間產業/其他/其他製造業,1
566,中興保全股份有限公司,民間產業/服務業,3
567,白金科技股份有限公司,民間產業/光電,12
568,順達科技股份有限公司,民間產業/電子,3
570,內政部建築研究所,政府機關,9
571,龍捲風科技股份有限公司,民間產業/資訊,2
572,奇鼎科技股份有限公司,民間產業/其他/其他製造業,1
574,采威國際資訊股份有限公司,民間產業/資訊,8
575,英業達股份有限公司,民間產業/資訊,24
576,惠特科技股份有限公司,民間產業/機械,10
577,銳鋒股份有限公司,民間產業/通訊,3
579,均華精密工業股份有限公司,民間產業/半導體,3
581,瑞傳科技股份有限公司,民間產業/電子,19
582,瀚源生醫股份有限公司,民間產業/民生化工生技,2
583,網智服務國際股份有限公司,民間產業/資訊,2
584,力林科技股份有限公司,民間產業/半導體,4
585,車王電子股份有限公司,民間產業/電子,3
586,仁寶電腦工業股份有限公司,民間產業/資訊,65
587,恒耀工業股份有限公司,民間產業/金屬,5
588,直得科技股份有限公司,民間產業/電機,18
589,德州儀器工業股份有限公司,民間產業/半導體,5
592,大瓏企業股份有限公司,民間產業/其他/其他製造業,5
593,德律科技股份有限公司,民間產業/電子,5
594,華立捷科技股份有限公司,民間產業/光電,2
595,智晶光電股份有限公司,民間產業/電子,1
596,亞獵士科技股份有限公司,民間產業/金屬,7
598,岳盟企業股份有限公司,民間產業/金屬,1
599,國泰世紀產物保險股份有限公司,民間產業/服務業,3
600,士林電機廠股份有限公司,民間產業/電機,9
601,喜樂醫療器材股份有限公司,民間產業/民生化工生技,2
602,全球傳動科技股份有限公司,民間產業/機械,2
603,亞獵士航太科技股份有限公司,民間產業/金屬,3
604,萊碼創意科技股份有限公司,民間產業/資訊,1
605,一元素科技股份有限公司,民間產業/半導體,2
606,台灣福雷電子股份有限公司,民間產業/半導體,18
607,喬崴進科技股份有限公司,民間產業/機械,5
608,昇陽國際半導體股份有限公司,民間產業/半導體,2
609,台灣新蛋股份有限公司,民間產業/資訊,2
610,偉康科技股份有限公司,民間產業/資訊,4
611,華鏞機械工業股份有限公司,民間產業/機械,1
612,全科綜電股份有限公司,民間產業/電子,3
613,大地光纖股份有限公司,民間產業/光電,5
614,台揚科技股份有限公司,民間產業/通訊,3
615,系微股份有限公司,民間產業/資訊,22
616,捷儀科技股份有限公司,民間產業/資訊,2
618,康舒科技股份有限公司,民間產業/電子,60
619,眾智光電科技股份有限公司,民間產業/光電,1
620,九豪精密陶瓷股份有限公司,民間產業/電子,2
621,佳必琪國際股份有限公司,民間產業/電子,4
623,財團法人國家同步輻射研究中心,財團法人研究機構,12
624,廣達電腦股份有限公司,民間產業/資訊,70
